timestamp,video_type,board_theme,font_style,arrow_pair,zoom,countdown_style,countdown_sec,hook,message,cta,series_label,puzzle_ids,ratings,difficulty_labels,hashtags,output_video,api_response
2026-08-02T06:23:21,marathon,mono,oversize,pink_navy,full,quick_8,8,This took me 3 tries.,Train like a GM — 3 tactical puzzles back to back!,Don't scroll till you solve it 👀,Weekend Mix,bMMAV|AU0pM|pleHp,1615|1997|2338,MEDIUM|HARD|EXPERT,Weekend Mix  Train like a GM  3 tactical puzzles back to back!  Don't scroll till you solve it  #ChessSol #Checkmate #BoardGames #StrategicThinking,output_video/chess_long.mp4,"{""message"":""Sent.! 6 "",""status"":""success""}
"
